Title,genres,rating,topcast,details
The Fifth Horseman a Vision of the First World War by Vicente Blasco Ibanez (2014) ,Documentary Biography History ,not rated,-," Official Sites: Official site    Country: Spain , France , USA , UK  Language: English  Release Date: October 2014 (Spain)                      Runtime: 57 min  Color: Color "
La Guerra Sporca di Mussolini (2008) ,Documentary Biography History ,not rated,-," Country: Italy , Greece , France  Language: Italian  Release Date: 2008 (Italy)             Also Known As: Mussolini's Dirty War                 Production Co:  Fox International Channels, GA&A Productions, Hellenic Radio & Television (ERT)                    Runtime: 52 min  Color: Color "
"Colette, l'insoumise (2017) ",Documentary Biography ,6.3,-," Country: France  Language: French  Release Date: 2017 (France)             Also Known As: Colette, die Aufständische                 Production Co:  ARTE, Roche Productions                    Runtime: 54 min  Color: Color  Aspect Ratio: 16 : 9     "
Hansi Hinterseer Jubiläum - Heut' ist Dein Tag! (2014) ,Documentary Biography Music ,not rated,"Andrea Albrecht, Eduard Ehrlich, Tanja Rogaunig"," Country: Switzerland , Germany , Austria  Language: German  Release Date: 1 February 2014 (Austria)             Production Co:  Hessischer Rundfunk (HR), Interspot Film, SRF Swiss Radio and Television                    Runtime: 104 min  Color: Color "
Going the Distance: Journeys of Recovery (2017) ,Documentary Biography Drama ,not rated,-, Official Sites: Official site    Country: USA  Language: English           Runtime: 60 min  Color: Color 
Polo es mi Vida (2018) ,Documentary Biography Sport ,not rated,"Wayne Ewing, Wayne Ewing, Wayne Ewing"," Official Sites: Official site    Country: USA , Estonia , Jamaica , Russia  Language: English           Runtime: 178 min  Color: Color "
Un Américain nommé Kazan (2018) ,Documentary Biography ,7.0,"Claire Duguet, Claire Duguet, Marlon Brando"," Official Sites: Montréal Artfifa festival)    Country: France  Language: French  Release Date: 2018 (France)             Also Known As: Elia Kazan, vom Outsider zum Oscarpreisträger                 Production Co:  ARTE, Folamour Productions                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     "
The Ballet Master: Sir Peter Wright at 90 (2016) ,Documentary Biography ,not rated,"David Thompson, Darcey Bussell, Katie Derham", Official Sites: Official Site    Country: UK  Language: English  Release Date: 27 December 2016 (UK)             Production Co:  British Broadcasting Corporation (BBC)                    Runtime: 59 min  Sound Mix: Stereo  Color: Color 
The Most Dangerous Man in Tudor England (2013) ,Documentary Biography History ,6.4,"Anna Cox, Melvyn Bragg, Melvyn Bragg"," Official Sites: Official Site    Country: UK  Language: English  Release Date: 6 June 2013 (UK)             Production Co:  British Broadcasting Corporation (BBC), Jerusalem Productions                    Runtime: 60 min  Color: Color "
I Know a Man ... Ashley Bryan             ,Documentary Biography History ,not rated,-," Official Sites: Official site    Country: USA , Kenya , South Africa  Language: English  Also Known As: Ashley Bryan's World                          Runtime: 73 min  Color: Color "
Sir Bruce Forsyth: Mr. Entertainment (2017) ,Documentary Biography ,8.0,"Sally Norris, Sally Norris, Richard E. Grant"," Country: UK  Language: English  Release Date: 18 August 2017 (UK)             Budget:GBP200,000             (estimated)  Production Co:  British Broadcasting Corporation (BBC), BBC Studios                    Runtime: 60 min  Sound Mix: Stereo  Color: Color "
In Search of Eric Bloodaxe (1981) ,Documentary Biography ,7.7,"Michael Woods, Michael Wood, Michael Wood", Country: UK  Language: English  Release Date: 26 March 1981 (UK)             Production Co:  BBC Manchester                    Color: Color 
"Stallone, profession héros (2018) ",Documentary Biography ,6.1,"Clélia Cohen, Antoine Coursat, Nathalie Labarthe"," Country: France  Language: French  Release Date: 2018 (France)             Production Co:  ARTE, Agat Films & Cie                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     "
Архимед. Повелитель чисел (2014) ,Documentary Biography ,not rated,"Taras Shapoval, Matthew Hurst, Ross Carter"," Official Sites: official page    Country: Ukraine  Language: Russian  Release Date: 9 January 2014 (Ukraine)             Also Known As: Архимед. Повелитель чисел                 Production Co:  Film.ua, Postmodern, Signal Red                    Runtime: 52 min             (original)      Color: Color (HD)    "
"Nadar, le premier des photographes (2017) ",Documentary Biography History ,6.3,"Michèle Dominici, Stéphanie Denoix de Saint Marc, Michèle Dominici"," Country: France  Language: French  Release Date: 2017 (France)             Also Known As: Nadar: Ein Fotograf verändert die Welt                 Production Co:  ARTE, Bibliothèque Nationale de France, Doc En Stock                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     "
Dropped (2006) ,Documentary Biography Music ,6.3,"Farah Khalid, Rosser Goodman, Bush Tetras"," Country: USA  Language: English  Release Date: 4 January 2006 (USA)             Filming Locations: Los Angeles, California, USA  Production Co:  Circle Content, Ehrlich's Perfect World Productions, Goff-Kellam Productions                    Color: Color  Aspect Ratio: 1.85 : 1     "
In Search of Hart Crane (1966) ,Documentary Biography ,not rated,-, Country: USA  Language: English  Production Co:  National Educational Television and Radio Center                    Runtime: 89 min  Color:  Black and White 
Thomas Bernhard - Die Kunstnaturkatastrophe (2011) ,Documentary Biography ,not rated,"Nobert Beilharz, Nobert Beilharz, Stefan Hunstein"," Official Sites: Eikon Südwest [Germany] (German)    Country: Germany  Language: German  Release Date: 7 February 2011 (Germany)             Production Co:  ARTE, Eikon-Südwest, Westdeutscher Rundfunk (WDR)                    Runtime: 52 min  Color: Color "
Mother's Imprint (2017) ,Documentary Biography Drama ,not rated,-," Country: Hungary , USA  Language: Hungarian  Release Date: 15 November 2017 (Hungary)                      Runtime: 66 min  Color: Color "
Scenes by the Sea: Takeshi Kitano (2000) ,Documentary Biography ,7.5,"Louis Heaton, Tatyana Ali, Tom Conti"," Country: UK  Language: English  Production Co:  October Films, Office Kitano                    Runtime: 60 min  Color: Color "
Artur Schnabel: No Place of Exile (2017) ,Documentary Biography Music ,6.4,"Matthew Mishory, Walter Arlen, Jeanne Bamberger"," Official Sites: Official site    Country: Germany  Language: English , German  Release Date: 1 September 2017 (Switzerland)             Also Known As: Artur Schnabel - Komponist im Exil                 Filming Locations: Charlottenburg, Berlin, Germany           Production Co:  Monolithic Films, Western Transylvania Studios, Iconoclastic Features                    Runtime: 52 min  Color: Color  Aspect Ratio: 1.85 : 1     "
Aale Tynni tarinain lähteellä (1987) ,Documentary Biography ,not rated,"Eeva Vuorenpää, Aale Tynni, Eeva Vuorenpää", Country: Finland  Language: Finnish  Release Date: 1987 (Finland)             Production Co:  Yleisradio (YLE)                    Runtime: 59 min  Color: Color 
Felix Dennis: Millionaire Poet (2012) ,Documentary Biography ,not rated,"Andy Robbins, Melvyn Bragg, Felix Dennis"," Country: UK  Language: English  Release Date: 10 October 2012 (UK)             Filming Locations: London, England, UK  Budget:GBP150,000             (estimated)  Production Co:  Initial Film and Television                    Color: Color  Aspect Ratio: 16:9 HD     "
Saramago: Documentos (1996) ,Documentary Biography ,not rated,"João Mário Grilo, Clara Ferreira Alves, Suzana Borges"," Country: Portugal  Language: Portuguese  Release Date: 7 February 1996 (Portugal)             Filming Locations: Cemitério dos Prazeres, Estrela, Lisbon, Portugal           Production Co:  Radiotelevisão Portuguesa (RTP), Zebra Filmes                    Runtime: 54 min             (original)      Color: Color "
Countdown: Reflections on a Life in Dance (2006) ,Documentary Biography Music ,not rated,-, Country: USA  Language: English  Release Date: 3 June 2006 (USA)             Production Co:  Script and Post Script                    Runtime: 56 min             (original)      Color: Color 
Changing Tides (2017) ,Documentary Adventure Biography ,not rated,"Hans Rosenwinkel, Roma Sur, Roma Sur"," Country: USA , France , UK           Runtime: 57 min  Color: Color "
The Mad World of Donald Trump (2016) ,Documentary Biography ,5.5,"Richard Sanders, Matt Frei, Jeb Bush", Country: UK  Language: English  Release Date: 26 January 2016 (UK)             Also Known As: Donald Trumps galna värld                          Runtime: 47 min  Color: Color 
La vie balagan de Marceline Loridan-Ivens (2018) ,Documentary Biography ,not rated,"Yves Jeuland, Marceline Loridan Ivens, Eric Slabiak"," Country: France  Language: French  Release Date: 2018 (France)             Also Known As: Das widerspenstige Leben von Marceline Loridan-Ivens                 Production Co:  Forum des Images, kuiv- Michel Rotman                    Runtime: 88 min  Color: Color  Aspect Ratio: 16 : 9     "
Glenn Miller's Last Flight (2000) ,Documentary Biography History ,7.0,"Bryn Higgins, Matthew Marsh, Trigger Alpert"," Country: Canada , UK , USA  Language: English  Production Co:  Channel 4 Television Corporation, Stone City Films                    Runtime: 57 min  Color:  Black and White , Color "
